,No.,Time,Source,Destination,Protocol,Length,Info
283137,289357,14770.071377,10.0.0.45,192.0.72.16,TCP,74,[TCP Dup ACK 289295#10] 50676  >  443 [ACK] Seq=782 Ack=156431 Win=66560 Len=0 SLE=169499 SRE=179663 SLE=163691 SRE=168047
283138,289358,14770.071437,10.0.0.45,192.0.72.16,TCP,74,[TCP Dup ACK 289295#11] 50676  >  443 [ACK] Seq=782 Ack=156431 Win=66560 Len=0 SLE=169499 SRE=181115 SLE=163691 SRE=168047
283139,289359,14770.071492,10.0.0.45,192.0.72.16,TCP,74,[TCP Dup ACK 289295#12] 50676  >  443 [ACK] Seq=782 Ack=156431 Win=66560 Len=0 SLE=169499 SRE=182567 SLE=163691 SRE=168047
283140,289360,14770.071546,10.0.0.45,192.0.72.16,TCP,74,[TCP Dup ACK 289295#13] 50676  >  443 [ACK] Seq=782 Ack=156431 Win=66560 Len=0 SLE=169499 SRE=184019 SLE=163691 SRE=168047
283141,289361,14770.071602,10.0.0.45,192.0.72.16,TCP,74,[TCP Dup ACK 289295#14] 50676  >  443 [ACK] Seq=782 Ack=156431 Win=66560 Len=0 SLE=169499 SRE=185471 SLE=163691 SRE=168047
283142,289362,14770.071656,10.0.0.45,192.0.72.16,TCP,74,[TCP Dup ACK 289295#15] 50676  >  443 [ACK] Seq=782 Ack=156431 Win=66560 Len=0 SLE=169499 SRE=186923 SLE=163691 SRE=168047
283143,289363,14770.071713,10.0.0.45,192.0.72.16,TCP,74,[TCP Dup ACK 289295#16] 50676  >  443 [ACK] Seq=782 Ack=156431 Win=66560 Len=0 SLE=169499 SRE=188375 SLE=163691 SRE=168047
283144,289364,14770.071777,10.0.0.45,192.0.72.16,TCP,74,[TCP Dup ACK 289295#17] 50676  >  443 [ACK] Seq=782 Ack=156431 Win=66560 Len=0 SLE=169499 SRE=189827 SLE=163691 SRE=168047
283145,289365,14770.07183,10.0.0.45,192.0.72.16,TCP,74,[TCP Dup ACK 289295#18] 50676  >  443 [ACK] Seq=782 Ack=156431 Win=66560 Len=0 SLE=169499 SRE=191279 SLE=163691 SRE=168047
283146,289366,14770.072014,10.0.0.45,192.0.72.16,TCP,74,[TCP Dup ACK 289295#19] 50676  >  443 [ACK] Seq=782 Ack=156431 Win=66560 Len=0 SLE=169499 SRE=192731 SLE=163691 SRE=168047
283147,289367,14770.072204,10.0.0.45,192.0.72.16,TCP,74,[TCP Dup ACK 289295#20] 50676  >  443 [ACK] Seq=782 Ack=156431 Win=66560 Len=0 SLE=169499 SRE=194183 SLE=163691 SRE=168047
283148,289368,14770.072262,10.0.0.45,192.0.72.16,TCP,74,[TCP Dup ACK 289295#21] 50676  >  443 [ACK] Seq=782 Ack=156431 Win=66560 Len=0 SLE=169499 SRE=195635 SLE=163691 SRE=168047
283149,289369,14770.072316,10.0.0.45,192.0.72.16,TCP,74,[TCP Dup ACK 289295#22] 50676  >  443 [ACK] Seq=782 Ack=156431 Win=66560 Len=0 SLE=169499 SRE=197087 SLE=163691 SRE=168047
283150,289370,14770.072368,10.0.0.45,192.0.72.16,TCP,74,[TCP Dup ACK 289295#23] 50676  >  443 [ACK] Seq=782 Ack=156431 Win=66560 Len=0 SLE=169499 SRE=198539 SLE=163691 SRE=168047
283151,289371,14770.072421,10.0.0.45,192.0.72.16,TCP,74,[TCP Dup ACK 289295#24] 50676  >  443 [ACK] Seq=782 Ack=156431 Win=66560 Len=0 SLE=169499 SRE=199991 SLE=163691 SRE=168047
283152,289372,14770.072476,10.0.0.45,192.0.72.16,TCP,74,[TCP Dup ACK 289295#25] 50676  >  443 [ACK] Seq=782 Ack=156431 Win=66560 Len=0 SLE=169499 SRE=201443 SLE=163691 SRE=168047
283153,289373,14770.072528,10.0.0.45,192.0.72.16,TCP,74,[TCP Dup ACK 289295#26] 50676  >  443 [ACK] Seq=782 Ack=156431 Win=66560 Len=0 SLE=169499 SRE=202895 SLE=163691 SRE=168047
283154,289374,14770.07258,10.0.0.45,192.0.72.16,TCP,74,[TCP Dup ACK 289295#27] 50676  >  443 [ACK] Seq=782 Ack=156431 Win=66560 Len=0 SLE=169499 SRE=204347 SLE=163691 SRE=168047
283155,289375,14770.072632,10.0.0.45,192.0.72.16,TCP,74,[TCP Dup ACK 289295#28] 50676  >  443 [ACK] Seq=782 Ack=156431 Win=66560 Len=0 SLE=169499 SRE=205799 SLE=163691 SRE=168047
283156,289376,14770.072877,10.0.0.45,192.0.72.16,TCP,74,[TCP Dup ACK 289295#29] 50676  >  443 [ACK] Seq=782 Ack=156431 Win=66560 Len=0 SLE=169499 SRE=207251 SLE=163691 SRE=168047
283157,289377,14770.073035,10.0.0.45,192.0.72.16,TCP,74,[TCP Dup ACK 289295#30] 50676  >  443 [ACK] Seq=782 Ack=156431 Win=66560 Len=0 SLE=169499 SRE=208703 SLE=163691 SRE=168047
283158,289378,14770.073093,10.0.0.45,192.0.72.16,TCP,74,[TCP Dup ACK 289295#31] 50676  >  443 [ACK] Seq=782 Ack=156431 Win=66560 Len=0 SLE=169499 SRE=210155 SLE=163691 SRE=168047
283159,289379,14770.073146,10.0.0.45,192.0.72.16,TCP,74,[TCP Dup ACK 289295#32] 50676  >  443 [ACK] Seq=782 Ack=156431 Win=66560 Len=0 SLE=169499 SRE=211607 SLE=163691 SRE=168047
283160,289380,14770.073199,10.0.0.45,192.0.72.16,TCP,74,[TCP Dup ACK 289295#33] 50676  >  443 [ACK] Seq=782 Ack=156431 Win=66560 Len=0 SLE=169499 SRE=213059 SLE=163691 SRE=168047
283161,289381,14770.073252,10.0.0.45,192.0.72.16,TCP,74,[TCP Dup ACK 289295#34] 50676  >  443 [ACK] Seq=782 Ack=156431 Win=66560 Len=0 SLE=169499 SRE=214511 SLE=163691 SRE=168047
283162,289382,14770.078015,192.0.72.16,10.0.0.45,TCP,1506,443  >  50676 [ACK] Seq=214511 Ack=782 Win=31744 Len=1452 [TCP segment of a reassembled PDU]
283163,289383,14770.07811,192.0.72.16,10.0.0.45,TCP,1506,443  >  50676 [ACK] Seq=215963 Ack=782 Win=31744 Len=1452 [TCP segment of a reassembled PDU]
283164,289384,14770.078257,192.0.72.16,10.0.0.45,TCP,1506,443  >  50676 [ACK] Seq=217415 Ack=782 Win=31744 Len=1452 [TCP segment of a reassembled PDU]
283165,289385,14770.078327,192.0.72.16,10.0.0.45,TLSv1.2,1506,"[TCP Fast Retransmission] , Application Data [TCP segment of a reassembled PDU]"
283166,289386,14770.078391,192.0.72.16,10.0.0.45,TCP,1506,[TCP Out-Of-Order] 443  >  50676 [ACK] Seq=157883 Ack=782 Win=31744 Len=1452
283167,289387,14770.078454,192.0.72.16,10.0.0.45,TCP,1506,[TCP Out-Of-Order] 443  >  50676 [ACK] Seq=159335 Ack=782 Win=31744 Len=1452
283168,289388,14770.078569,192.0.72.16,10.0.0.45,TCP,1506,[TCP Out-Of-Order] 443  >  50676 [ACK] Seq=160787 Ack=782 Win=31744 Len=1452
283169,289389,14770.078922,192.0.72.16,10.0.0.45,TCP,1506,443  >  50676 [ACK] Seq=218867 Ack=782 Win=31744 Len=1452 [TCP segment of a reassembled PDU]
283170,289390,14770.078999,192.0.72.16,10.0.0.45,TCP,1506,[TCP Out-Of-Order] 443  >  50676 [ACK] Seq=162239 Ack=782 Win=31744 Len=1452
283171,289391,14770.079063,192.0.72.16,10.0.0.45,TCP,1506,443  >  50676 [ACK] Seq=220319 Ack=782 Win=31744 Len=1452 [TCP segment of a reassembled PDU]
283172,289392,14770.079205,192.0.72.16,10.0.0.45,TCP,1506,[TCP Out-Of-Order] 443  >  50676 [ACK] Seq=168047 Ack=782 Win=31744 Len=1452
283173,289393,14770.086213,54.240.166.244,10.0.0.45,TCP,1506,80  >  50673 [ACK] Seq=190410 Ack=440 Win=15872 Len=1452 [TCP segment of a reassembled PDU]
283174,289394,14770.086299,54.240.166.244,10.0.0.45,TCP,1506,[TCP Retransmission] 80  >  50672 [ACK] Seq=248293 Ack=434 Win=15872 Len=1452
283175,289395,14770.086532,54.240.166.244,10.0.0.45,TCP,1506,80  >  50673 [ACK] Seq=191862 Ack=440 Win=15872 Len=1452 [TCP segment of a reassembled PDU]
283176,289396,14770.086609,54.240.166.244,10.0.0.45,TCP,1506,"80  >  50673 [PSH, ACK] Seq=193314 Ack=440 Win=15872 Len=1452 [TCP segment of a reassembled PDU]"
283177,289397,14770.086849,54.240.166.244,10.0.0.45,TCP,1506,80  >  50673 [ACK] Seq=194766 Ack=440 Win=15872 Len=1452 [TCP segment of a reassembled PDU]
283178,289398,14770.087175,54.240.166.244,10.0.0.45,TCP,1506,80  >  50673 [ACK] Seq=196218 Ack=440 Win=15872 Len=1452 [TCP segment of a reassembled PDU]
283179,289399,14770.087251,54.240.166.244,10.0.0.45,TCP,1506,80  >  50673 [ACK] Seq=197670 Ack=440 Win=15872 Len=1452 [TCP segment of a reassembled PDU]
283180,289400,14770.08749,54.240.166.244,10.0.0.45,TCP,1506,80  >  50673 [ACK] Seq=199122 Ack=440 Win=15872 Len=1452 [TCP segment of a reassembled PDU]
283181,289401,14770.087566,54.240.166.244,10.0.0.45,TCP,1506,80  >  50673 [ACK] Seq=200574 Ack=440 Win=15872 Len=1452 [TCP segment of a reassembled PDU]
283182,289402,14770.087809,54.240.166.244,10.0.0.45,TCP,1506,80  >  50673 [ACK] Seq=202026 Ack=440 Win=15872 Len=1452 [TCP segment of a reassembled PDU]
283183,289403,14770.088131,54.240.166.244,10.0.0.45,TCP,1506,80  >  50673 [ACK] Seq=203478 Ack=440 Win=15872 Len=1452 [TCP segment of a reassembled PDU]
283184,289404,14770.088208,54.240.166.244,10.0.0.45,TCP,1506,[TCP Out-Of-Order] 80  >  50673 [ACK] Seq=177342 Ack=440 Win=15872 Len=1452 [TCP segment of a reassembled PDU]
283185,289405,14770.088441,54.240.166.244,10.0.0.45,TCP,1506,[TCP Out-Of-Order] 80  >  50673 [ACK] Seq=178794 Ack=440 Win=15872 Len=1452 [TCP segment of a reassembled PDU]
283186,289406,14770.088518,54.240.166.244,10.0.0.45,TCP,1506,80  >  50673 [ACK] Seq=204930 Ack=440 Win=15872 Len=1452 [TCP segment of a reassembled PDU]
283187,289407,14770.088766,54.240.166.244,10.0.0.45,TCP,1506,[TCP Out-Of-Order] 80  >  50673 [ACK] Seq=180246 Ack=440 Win=15872 Len=1452 [TCP segment of a reassembled PDU]
283188,289408,14770.089778,10.0.0.45,192.0.72.16,TCP,74,[TCP Dup ACK 289295#35] 50676  >  443 [ACK] Seq=782 Ack=156431 Win=66560 Len=0 SLE=169499 SRE=215963 SLE=163691 SRE=168047
283189,289409,14770.089929,54.240.166.244,10.0.0.45,TCP,1506,80  >  50673 [ACK] Seq=206382 Ack=440 Win=15872 Len=1452 [TCP segment of a reassembled PDU]
283190,289410,14770.090157,10.0.0.45,192.0.72.16,TCP,74,[TCP Dup ACK 289295#36] 50676  >  443 [ACK] Seq=782 Ack=156431 Win=66560 Len=0 SLE=169499 SRE=217415 SLE=163691 SRE=168047
283191,289411,14770.090249,10.0.0.45,192.0.72.16,TCP,74,[TCP Dup ACK 289295#37] 50676  >  443 [ACK] Seq=782 Ack=156431 Win=66560 Len=0 SLE=169499 SRE=218867 SLE=163691 SRE=168047
283192,289412,14770.090329,10.0.0.45,192.0.72.16,TCP,74,50676  >  443 [ACK] Seq=782 Ack=157883 Win=190208 Len=0 SLE=169499 SRE=218867 SLE=163691 SRE=168047
283193,289413,14770.090415,10.0.0.45,192.0.72.16,TCP,74,50676  >  443 [ACK] Seq=782 Ack=159335 Win=190208 Len=0 SLE=169499 SRE=218867 SLE=163691 SRE=168047
283194,289414,14770.090473,10.0.0.45,192.0.72.16,TCP,74,50676  >  443 [ACK] Seq=782 Ack=160787 Win=190208 Len=0 SLE=169499 SRE=218867 SLE=163691 SRE=168047
283195,289415,14770.090527,10.0.0.45,192.0.72.16,TCP,74,50676  >  443 [ACK] Seq=782 Ack=162239 Win=190208 Len=0 SLE=169499 SRE=218867 SLE=163691 SRE=168047
283196,289416,14770.0906,10.0.0.45,192.0.72.16,TCP,74,[TCP Dup ACK 289415#1] 50676  >  443 [ACK] Seq=782 Ack=162239 Win=190208 Len=0 SLE=169499 SRE=220319 SLE=163691 SRE=168047
283197,289417,14770.090667,10.0.0.45,192.0.72.16,TCP,66,50676  >  443 [ACK] Seq=782 Ack=168047 Win=184320 Len=0 SLE=169499 SRE=220319
283198,289418,14770.090726,10.0.0.45,192.0.72.16,TCP,66,[TCP Dup ACK 289417#1] 50676  >  443 [ACK] Seq=782 Ack=168047 Win=184320 Len=0 SLE=169499 SRE=221771
283199,289419,14770.092568,10.0.0.45,192.0.72.16,TCP,66,[TCP Window Update] 50676  >  443 [ACK] Seq=782 Ack=168047 Win=190208 Len=0 SLE=169499 SRE=221771
283200,289420,14770.09276,54.240.166.244,10.0.0.45,TCP,1506,[TCP Out-Of-Order] 80  >  50673 [ACK] Seq=181698 Ack=440 Win=15872 Len=1452 [TCP segment of a reassembled PDU]
283201,289421,14770.092838,54.240.166.244,10.0.0.45,TCP,1506,80  >  50673 [ACK] Seq=207834 Ack=440 Win=15872 Len=1452 [TCP segment of a reassembled PDU]
283202,289422,14770.092912,54.240.166.244,10.0.0.45,TCP,1506,80  >  50673 [ACK] Seq=209286 Ack=440 Win=15872 Len=1452 [TCP segment of a reassembled PDU]
283203,289423,14770.092976,54.240.166.244,10.0.0.45,TCP,1506,80  >  50673 [ACK] Seq=210738 Ack=440 Win=15872 Len=1452 [TCP segment of a reassembled PDU]
283204,289424,14770.093913,10.0.0.45,192.0.72.16,TCP,54,50676  >  443 [ACK] Seq=782 Ack=221771 Win=259840 Len=0
283205,289425,14770.094086,10.0.0.45,54.240.166.244,TCP,66,[TCP Dup ACK 289300#6] 50673  >  80 [ACK] Seq=440 Ack=177342 Win=66560 Len=0 SLE=183150 SRE=191862
283206,289426,14770.094163,10.0.0.45,54.240.166.244,TCP,66,50672  >  80 [ACK] Seq=434 Ack=249745 Win=66560 Len=0 SLE=255553 SRE=262813
283207,289427,14770.094226,10.0.0.45,54.240.166.244,TCP,66,[TCP Dup ACK 289300#7] 50673  >  80 [ACK] Seq=440 Ack=177342 Win=66560 Len=0 SLE=183150 SRE=193314
283208,289428,14770.094279,10.0.0.45,54.240.166.244,TCP,66,[TCP Dup ACK 289300#8] 50673  >  80 [ACK] Seq=440 Ack=177342 Win=66560 Len=0 SLE=183150 SRE=194766
283209,289429,14770.09433,10.0.0.45,54.240.166.244,TCP,66,[TCP Dup ACK 289300#9] 50673  >  80 [ACK] Seq=440 Ack=177342 Win=66560 Len=0 SLE=183150 SRE=196218
283210,289430,14770.094391,10.0.0.45,54.240.166.244,TCP,66,[TCP Dup ACK 289300#10] 50673  >  80 [ACK] Seq=440 Ack=177342 Win=66560 Len=0 SLE=183150 SRE=197670
283211,289431,14770.094444,10.0.0.45,54.240.166.244,TCP,66,[TCP Dup ACK 289300#11] 50673  >  80 [ACK] Seq=440 Ack=177342 Win=66560 Len=0 SLE=183150 SRE=199122
283212,289432,14770.094496,10.0.0.45,54.240.166.244,TCP,66,[TCP Dup ACK 289300#12] 50673  >  80 [ACK] Seq=440 Ack=177342 Win=66560 Len=0 SLE=183150 SRE=200574
283213,289433,14770.100716,10.0.0.45,54.240.166.244,TCP,66,[TCP Dup ACK 289300#13] 50673  >  80 [ACK] Seq=440 Ack=177342 Win=66560 Len=0 SLE=183150 SRE=202026
283214,289434,14770.100945,10.0.0.45,54.240.166.244,TCP,66,[TCP Dup ACK 289300#14] 50673  >  80 [ACK] Seq=440 Ack=177342 Win=66560 Len=0 SLE=183150 SRE=203478
283215,289435,14770.101007,10.0.0.45,54.240.166.244,TCP,66,[TCP Dup ACK 289300#15] 50673  >  80 [ACK] Seq=440 Ack=177342 Win=66560 Len=0 SLE=183150 SRE=204930
283216,289436,14770.101092,10.0.0.45,54.240.166.244,TCP,66,50673  >  80 [ACK] Seq=440 Ack=178794 Win=66560 Len=0 SLE=183150 SRE=204930
283217,289437,14770.101148,10.0.0.45,54.240.166.244,TCP,66,50673  >  80 [ACK] Seq=440 Ack=180246 Win=66560 Len=0 SLE=183150 SRE=204930
283218,289438,14770.101202,10.0.0.45,54.240.166.244,TCP,66,[TCP Dup ACK 289437#1] 50673  >  80 [ACK] Seq=440 Ack=180246 Win=66560 Len=0 SLE=183150 SRE=206382
283219,289439,14770.101255,10.0.0.45,54.240.166.244,TCP,66,50673  >  80 [ACK] Seq=440 Ack=181698 Win=66560 Len=0 SLE=183150 SRE=206382
283220,289440,14770.101308,10.0.0.45,54.240.166.244,TCP,66,[TCP Dup ACK 289439#1] 50673  >  80 [ACK] Seq=440 Ack=181698 Win=66560 Len=0 SLE=183150 SRE=207834
283221,289441,14770.101368,10.0.0.45,54.240.166.244,TCP,54,50673  >  80 [ACK] Seq=440 Ack=207834 Win=66560 Len=0
283222,289442,14770.101629,10.0.0.45,54.240.166.244,TCP,54,50673  >  80 [ACK] Seq=440 Ack=209286 Win=66560 Len=0
283223,289443,14770.102588,10.0.0.45,54.240.166.244,TCP,54,50673  >  80 [ACK] Seq=440 Ack=212190 Win=66560 Len=0
283224,289444,14770.110961,54.240.166.244,10.0.0.45,TCP,1506,[TCP Retransmission] 80  >  50672 [ACK] Seq=249745 Ack=434 Win=15872 Len=1452
283225,289445,14770.113902,54.240.166.244,10.0.0.45,TCP,1506,[TCP Retransmission] 80  >  50672 [ACK] Seq=251197 Ack=434 Win=15872 Len=1452
283226,289446,14770.113985,54.240.166.244,10.0.0.45,TCP,1506,[TCP Retransmission] 80  >  50672 [ACK] Seq=252649 Ack=434 Win=15872 Len=1452
283227,289447,14770.11405,54.240.166.244,10.0.0.45,TCP,1506,[TCP Retransmission] 80  >  50672 [ACK] Seq=254101 Ack=434 Win=15872 Len=1452
283228,289448,14770.115493,10.0.0.45,54.240.166.244,TCP,66,50672  >  80 [ACK] Seq=434 Ack=251197 Win=66560 Len=0 SLE=255553 SRE=262813
283229,289449,14770.115572,54.240.166.244,10.0.0.45,TCP,1506,[TCP Previous segment not captured] 80  >  50672 [ACK] Seq=284593 Ack=434 Win=15872 Len=1452 [TCP segment of a reassembled PDU]
283230,289450,14770.115649,54.240.166.244,10.0.0.45,TCP,1506,80  >  50672 [ACK] Seq=286045 Ack=434 Win=15872 Len=1452 [TCP segment of a reassembled PDU]
283231,289451,14770.115708,10.0.0.45,54.240.166.244,TCP,66,50672  >  80 [ACK] Seq=434 Ack=252649 Win=66560 Len=0 SLE=255553 SRE=262813
283232,289452,14770.11578,10.0.0.45,54.240.166.244,TCP,66,50672  >  80 [ACK] Seq=434 Ack=254101 Win=66560 Len=0 SLE=255553 SRE=262813
283233,289453,14770.11587,10.0.0.45,54.240.166.244,TCP,54,50672  >  80 [ACK] Seq=434 Ack=262813 Win=66560 Len=0
283234,289454,14770.117173,10.0.0.45,54.240.166.244,TCP,66,[TCP Dup ACK 289453#1] 50672  >  80 [ACK] Seq=434 Ack=262813 Win=66560 Len=0 SLE=284593 SRE=286045
283235,289455,14770.117342,10.0.0.45,54.240.166.244,TCP,66,[TCP Dup ACK 289453#2] 50672  >  80 [ACK] Seq=434 Ack=262813 Win=66560 Len=0 SLE=284593 SRE=287497
283236,289456,14770.138407,192.0.72.16,10.0.0.45,TCP,1506,443  >  50676 [ACK] Seq=221771 Ack=782 Win=31744 Len=1452 [TCP segment of a reassembled PDU]
283237,289457,14770.144412,192.0.72.16,10.0.0.45,TCP,1506,443  >  50676 [ACK] Seq=223223 Ack=782 Win=31744 Len=1452 [TCP segment of a reassembled PDU]
283238,289458,14770.144626,192.0.72.16,10.0.0.45,TCP,1506,443  >  50676 [ACK] Seq=224675 Ack=782 Win=31744 Len=1452 [TCP segment of a reassembled PDU]
283239,289459,14770.144943,192.0.72.16,10.0.0.45,TCP,1506,443  >  50676 [ACK] Seq=226127 Ack=782 Win=31744 Len=1452 [TCP segment of a reassembled PDU]
283240,289460,14770.145256,192.0.72.16,10.0.0.45,TCP,1506,443  >  50676 [ACK] Seq=227579 Ack=782 Win=31744 Len=1452 [TCP segment of a reassembled PDU]
283241,289461,14770.145579,192.0.72.16,10.0.0.45,TCP,1506,443  >  50676 [ACK] Seq=229031 Ack=782 Win=31744 Len=1452 [TCP segment of a reassembled PDU]
283242,289462,14770.145898,192.0.72.16,10.0.0.45,TCP,1506,443  >  50676 [ACK] Seq=230483 Ack=782 Win=31744 Len=1452 [TCP segment of a reassembled PDU]
283243,289463,14770.146215,192.0.72.16,10.0.0.45,TCP,1506,443  >  50676 [ACK] Seq=231935 Ack=782 Win=31744 Len=1452 [TCP segment of a reassembled PDU]
283244,289464,14770.147287,192.0.72.16,10.0.0.45,TLSv1.2,1506,"Encrypted Alert, Ignored Unknown Record"
283245,289465,14770.147431,192.0.72.16,10.0.0.45,TLSv1.2,1506,Ignored Unknown Record
283246,289466,14770.147669,192.0.72.16,10.0.0.45,TLSv1.2,1506,Ignored Unknown Record
283247,289467,14770.147811,192.0.72.16,10.0.0.45,TLSv1.2,1506,Ignored Unknown Record
283248,289468,14770.149723,10.0.0.45,192.0.72.16,TCP,54,50676  >  443 [ACK] Seq=782 Ack=236291 Win=255488 Len=0
283249,289469,14770.15014,10.0.0.45,192.0.72.16,TCP,54,[TCP Window Update] 50676  >  443 [ACK] Seq=782 Ack=236291 Win=261120 Len=0
283250,289470,14770.151102,10.0.0.45,192.0.72.16,TCP,54,50676  >  443 [ACK] Seq=782 Ack=239195 Win=261120 Len=0
283251,289471,14770.158904,192.0.72.16,10.0.0.45,TLSv1.2,1506,Ignored Unknown Record
283252,289472,14770.159003,192.0.72.16,10.0.0.45,TLSv1.2,1506,Ignored Unknown Record
283253,289473,14770.15907,192.0.72.16,10.0.0.45,TLSv1.2,1506,Ignored Unknown Record
283254,289474,14770.159136,192.0.72.16,10.0.0.45,TCP,1506,443  >  50676 [ACK] Seq=243551 Ack=782 Win=31744 Len=1452 [TCP segment of a reassembled PDU]
283255,289475,14770.1592,192.0.72.16,10.0.0.45,TCP,1506,443  >  50676 [ACK] Seq=245003 Ack=782 Win=31744 Len=1452 [TCP segment of a reassembled PDU]
283256,289476,14770.159265,192.0.72.16,10.0.0.45,TCP,1506,443  >  50676 [ACK] Seq=246455 Ack=782 Win=31744 Len=1452 [TCP segment of a reassembled PDU]
283257,289477,14770.159331,192.0.72.16,10.0.0.45,TCP,1506,443  >  50676 [ACK] Seq=247907 Ack=782 Win=31744 Len=1452 [TCP segment of a reassembled PDU]
283258,289478,14770.159396,192.0.72.16,10.0.0.45,TCP,1506,443  >  50676 [ACK] Seq=249359 Ack=782 Win=31744 Len=1452 [TCP segment of a reassembled PDU]
283259,289479,14770.15946,192.0.72.16,10.0.0.45,TCP,1506,443  >  50676 [ACK] Seq=250811 Ack=782 Win=31744 Len=1452 [TCP segment of a reassembled PDU]
283260,289480,14770.159525,192.0.72.16,10.0.0.45,TCP,1506,443  >  50676 [ACK] Seq=252263 Ack=782 Win=31744 Len=1452 [TCP segment of a reassembled PDU]
283261,289481,14770.15959,192.0.72.16,10.0.0.45,TCP,1506,443  >  50676 [ACK] Seq=253715 Ack=782 Win=31744 Len=1452 [TCP segment of a reassembled PDU]
283262,289482,14770.162515,192.0.72.16,10.0.0.45,TCP,1506,443  >  50676 [ACK] Seq=255167 Ack=782 Win=31744 Len=1452 [TCP segment of a reassembled PDU]
283263,289483,14770.162861,192.0.72.16,10.0.0.45,TCP,1506,443  >  50676 [ACK] Seq=256619 Ack=782 Win=31744 Len=1452 [TCP segment of a reassembled PDU]
283264,289484,14770.162942,192.0.72.16,10.0.0.45,TCP,1506,443  >  50676 [ACK] Seq=258071 Ack=782 Win=31744 Len=1452 [TCP segment of a reassembled PDU]
283265,289485,14770.163177,192.0.72.16,10.0.0.45,TCP,1506,443  >  50676 [ACK] Seq=259523 Ack=782 Win=31744 Len=1452 [TCP segment of a reassembled PDU]
283266,289486,14770.163254,192.0.72.16,10.0.0.45,TCP,1506,443  >  50676 [ACK] Seq=260975 Ack=782 Win=31744 Len=1452 [TCP segment of a reassembled PDU]
283267,289487,14770.163463,192.0.72.16,10.0.0.45,TCP,1506,443  >  50676 [ACK] Seq=262427 Ack=782 Win=31744 Len=1452 [TCP segment of a reassembled PDU]
283268,289488,14770.163782,192.0.72.16,10.0.0.45,TCP,1506,443  >  50676 [ACK] Seq=263879 Ack=782 Win=31744 Len=1452 [TCP segment of a reassembled PDU]
283269,289489,14770.163852,192.0.72.16,10.0.0.45,TCP,1506,443  >  50676 [ACK] Seq=265331 Ack=782 Win=31744 Len=1452 [TCP segment of a reassembled PDU]
283270,289490,14770.164095,192.0.72.16,10.0.0.45,TCP,1506,443  >  50676 [ACK] Seq=266783 Ack=782 Win=31744 Len=1452 [TCP segment of a reassembled PDU]
283271,289491,14770.164412,192.0.72.16,10.0.0.45,TCP,1506,443  >  50676 [ACK] Seq=268235 Ack=782 Win=31744 Len=1452 [TCP segment of a reassembled PDU]
283272,289492,14770.164733,192.0.72.16,10.0.0.45,TCP,1506,443  >  50676 [ACK] Seq=269687 Ack=782 Win=31744 Len=1452 [TCP segment of a reassembled PDU]
283273,289493,14770.165051,192.0.72.16,10.0.0.45,TCP,1506,443  >  50676 [ACK] Seq=271139 Ack=782 Win=31744 Len=1452 [TCP segment of a reassembled PDU]
283274,289494,14770.165367,192.0.72.16,10.0.0.45,TCP,1506,443  >  50676 [ACK] Seq=272591 Ack=782 Win=31744 Len=1452 [TCP segment of a reassembled PDU]
283275,289495,14770.165442,192.0.72.16,10.0.0.45,TCP,1506,443  >  50676 [ACK] Seq=274043 Ack=782 Win=31744 Len=1452 [TCP segment of a reassembled PDU]
283276,289496,14770.165509,192.0.72.16,10.0.0.45,TCP,1506,443  >  50676 [ACK] Seq=275495 Ack=782 Win=31744 Len=1452 [TCP segment of a reassembled PDU]
283277,289497,14770.165574,192.0.72.16,10.0.0.45,TLSv1.2,1506,"Encrypted Alert, Ignored Unknown Record"
283278,289498,14770.165665,192.0.72.16,10.0.0.45,TLSv1.2,1506,Ignored Unknown Record
283279,289499,14770.175095,192.0.72.16,10.0.0.45,TLSv1.2,1506,Ignored Unknown Record
283280,289500,14770.175401,192.0.72.16,10.0.0.45,TLSv1.2,1506,Ignored Unknown Record
283281,289501,14770.175477,192.0.72.16,10.0.0.45,TLSv1.2,1506,Ignored Unknown Record
